,"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Land under cereal production (hectares),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
4692,78.43974891,7.214428786,75.78351032,139161.26,,,,3524.255,,2655.0608,,,34.16687282,4304596460.0,87.52774397,25.4021674,0.245968046,4664600.0,252.0,2661613.0,1108.9,101.49,16.88672966,11.84354157,17.81476793,,4.133548429,101.48,2.843108425,5220.8,183630.0,2400266.0,98.57,5.805151664,,,,8944489.0,47.165,-2.666705552,,185180.0
4693,77.70567751,6.815358385,75.80477591,139200.31,,,,3005.7625,,2245.7578,,,40.63560753,6651936971.0,87.52774397,25.42313347,0.245923103,4668450.0,252.0,2934757.33,1233.4,112.54,16.74061394,11.63754932,17.69127042,,3.488333387,103.99,2.843108425,5220.8,183630.0,2379322.0,85.73,5.805151664,,,,8827268.0,46.5,-1.319202147,,185180.0
4694,69.45765601,6.995759641,75.79201656,139176.88,,,,2959.0775,,2130.3126,,,39.00988119,8385695894.0,87.52774397,25.38976747,0.241153021,4662323.0,252.0,1733917.83,750.0,107.35,16.39053066,11.25696693,17.35539923,,5.944446577,98.55,2.843108425,5220.8,183630.0,2312042.0,81.75,5.805151664,,,,8862073.0,45.838,0.393514319,,185180.0
4695,76.1627485,7.282845772,75.75741437,139113.34,,,,3125.635,,2705.8698,,,40.74104479,9207841302.0,87.52774397,25.36705876,0.231769073,4658153.0,252.0,6356135.92,2203.9,123.99,15.99994831,10.74213413,16.9945525,,7.127518139,110.01,2.843108425,5220.8,183630.0,2884101.0,83.85,5.805151664,,,,9080189.0,45.179,2.431429721,,185180.0
4696,75.35680741,7.279326024,75.76853455,139133.76,,,,3392.3625,,2782.9922,,,36.64186327,4088043983.0,87.52774397,25.38047705,0.224363735,4660617.0,252.0,5322400.4,1832.3,128.83,16.08177125,10.42612583,17.12913295,,6.64485625,119.04,2.843108425,5220.8,183630.0,2904822.0,100.25,5.805151664,,,,9248998.0,44.525,1.842021396,,185180.0
4697,74.52942665,,75.76853455,139133.76,,,,,,,,,27.82214695,2495511069.0,,25.38047705,0.218558281,4660617.0,,2514776.43,820.4,100.49,15.88718197,10.49829822,16.90248143,,3.864198667,100.59,2.843108425,5220.8,183630.0,3065229.0,99.41,5.805151664,,,,9356279.0,43.876,1.153244738,,185180.0
4698,,,,,,,,,,,,,,,,,,,,2276238.0,949.9,96.3,15.49991771,10.00959261,16.52727597,,,96.98,,,,2396243.0,98.92,,,,,9564966.0,43.231,2.205937955,,
4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,95.93287993,,32.63789654,45680.0,25745.0,328.380102,73.68421053,2101.81,90.52631579,858.538,,,25.38863941,275876150.4,92.89244487,5.601600457,0.126664798,784000.0,691.0,474338.0,1235.5,38.19,60.48205943,79.42043468,49.75275171,265.0,13.52040816,25.48,2.927979423,4098.0,139960.0,383936.0,23.19,0.728779651,,,,4533237.0,73.24,1.243192557,,142550.0
4701,98.02519452,,32.67362103,45730.0,24319.0,310.1913265,72.82229965,2090.645,90.52631579,855.409,12.15100542,0.702366274,25.12453126,216207104.2,67.88008565,5.601600457,0.124980113,784000.0,691.0,544994.0,1310.7,44.72,60.077384,79.26450304,49.23778758,222.5,11.35204082,29.55,2.929408402,4100.0,139960.0,415790.0,23.32,0.728779651,134807.5679,0.0,0.0,4610591.0,73.499,1.691979451,0.0,142550.0
4702,98.17153937,,32.67362103,45730.0,22893.0,292.3754789,71.52542373,2106.0575,89.8989899,885.1494,,,23.80840939,257314789.8,92.59903496,5.594455559,0.122175568,783000.0,691.0,477651.0,1397.9,49.4,59.09783212,78.71957705,48.03795048,302.5,15.45338442,30.85,2.929408402,4100.0,139960.0,341685.0,27.15,0.714489854,,,,4710283.0,73.497,2.139194279,,142550.0
4703,98.75178435,,32.65933124,45710.0,20035.0,256.5300896,73.15436242,2175.01,88.67924528,943.17,,,22.23209789,271477497.5,92.18942354,5.580165762,0.119386923,781000.0,691.0,687559.0,1889.3,55.81,57.96721859,78.05859666,46.68077136,,40.97923175,35.04,2.929408402,4100.0,139960.0,363922.0,31.29,0.714489854,,,,4807863.0,73.495,2.05047115,,142550.0
4704,100.0,,32.8379537,45960.0,22162.0,283.4015345,72.29299363,2269.935,89.52380952,935.9584,,,24.19456462,376302522.8,91.81010738,5.58731066,0.117197593,782000.0,691.0,866197.0,2100.6,58.57,56.9065107,77.43462181,45.4122678,,22.66777494,38.44,2.929408402,4100.0,139960.0,412366.0,36.19,0.700200057,,,,4903815.0,73.493,1.976077097,,142550.0
4705,98.20306561,,33.22377822,46500.0,21150.0,271.8508997,74.30340557,2404.3775,89.28571429,998.9854,,,19.22235014,399089942.5,91.45784532,5.558731066,0.114391511,778000.0,691.0,860340.0,2150.4,66.75,55.70790572,76.50474779,44.07458183,243.594125,25.04823907,44.57,2.929408402,4100.0,139960.0,400077.0,39.09,0.707344956,,,,4998341.0,73.492,1.909258376,,142550.0
4706,99.1557083,,33.38096599,46720.0,19947.0,263.5006605,75.80174927,2595.9425,88.79310345,1027.6828,,,21.1916854,490026418.0,91.12984266,5.408688197,0.109248688,757000.0,691.0,902912.0,2164.4,63.61,55.24470299,75.21075177,44.16531196,154.1887654,16.49840159,47.35,2.929408402,4100.0,139960.0,417165.0,43.09,0.835953129,,,,5092229.0,73.49,1.860959481,,142550.0
4707,98.26330434,,33.8310946,47350.0,18839.0,255.6173677,77.03081232,2754.37,89.92248062,1163.0344,,,21.45106693,607111005.6,90.82367679,5.265790226,0.104429142,737000.0,691.0,892884.0,2158.7,66.47,54.87307363,74.0368198,44.32874543,174.571342,35.19377205,49.93,2.929408402,4100.0,139960.0,413620.0,43.84,1.000285796,,,,5186355.0,73.488,1.831548611,,142550.0
4708,98.32108085,,33.78822521,47290.0,17295.0,231.8364611,78.41530055,2872.96,91.53846154,1187.977,,,19.43472556,722879316.8,90.86171436,5.330094313,0.103778439,746000.0,691.0,906552.0,2440.0,67.99,54.34706964,72.73740537,44.3192736,107.2109139,16.19660858,52.79,2.929408402,4100.0,139960.0,371533.0,46.8,0.907402115,,,,5282461.0,73.486,1.836094931,,142550.0
4709,98.39531752,,33.77393541,47270.0,15951.0,215.2631579,81.17359413,3324.66,92.5170068,1361.2938,,,19.86728412,1025410081.0,90.90201508,5.29436982,0.101165561,741000.0,691.0,909500.0,2141.0,70.17,53.73147902,71.44883127,44.1554061,77.2789225,11.03388664,57.69,2.929408402,4100.0,139960.0,424794.0,49.92,0.928836811,,,,5382429.0,73.484,1.874767166,,142550.0
4710,98.87161198,,34.00543012,47594.0,,,,3562.41,,1465.3852,,,18.5520033,923791802.9,90.94478714,5.368676765,0.100607932,751400.0,691.0,1399868.0,3119.4,77.57,53.1286648,70.0045262,44.05650253,,12.12728241,65.87,2.929408402,4100.0,139960.0,448764.0,52.89,0.950271506,,,,5488074.0,73.482,1.943761502,,142550.0
4711,98.58154906,,33.978994,47557.0,,,,3621.0475,,1485.4108,,,19.58667751,1105123735.0,90.99026504,5.336524721,0.097995494,746900.0,691.0,1382559.0,3117.2,81.21,52.43790279,69.20686858,43.19878476,,9.592783505,69.18,2.929408402,4100.0,139960.0,443519.0,55.99,0.955987425,,,,5600483.0,73.48,2.027546972,,142550.0
4712,98.68778368,,33.95827379,47528.0,,,,3739.655,,1502.3074,,,23.83550984,1554732097.0,91.03871394,5.310088597,0.095467859,743200.0,691.0,1034798.1,2519.3,87.34,51.73710742,68.50844344,42.26029123,,6.555718515,71.42,2.946270363,4123.6,139960.0,410754.0,59.19,0.961703344,,,,5720207.0,73.479,2.115214953,,142550.0
4713,98.84703554,,33.93112318,47490.0,,,,3947.3,,1603.2996,,,23.32681656,1780544391.0,91.09043481,5.277222063,0.092831139,738600.0,691.0,1175450.4,2891.1,94.92,50.92560149,67.74677577,41.17467719,,9.159233685,78.21,2.963132324,4147.2,139960.0,406573.0,63.01,0.967419263,,,,5844360.0,73.455,2.147210009,,142550.0
4714,98.91155457,,34.15690197,47806.0,,,,4084.53,,1691.9248,,,21.32088785,1801276176.0,91.14577067,5.497284939,0.094560265,769400.0,691.0,1328800.0,3159.4,101.56,49.97284615,66.81025856,39.95731737,,12.49172082,86.97,2.979994284,4170.8,139960.0,420585.0,71.26,0.973135181,,,,5973167.0,73.411,2.180017887,,142550.0
4715,99.02406133,16.97768173,34.67352615,48122.0,,,,4146.6825,,1739.0386,,,23.77378367,2166411255.0,91.20511427,5.765711239,0.096104559,800200.0,691.0,1257988.9,3189.4,98.91,49.26395618,66.14488113,38.95453976,,21.06819545,87.86,3.022206851,4194.4,138786.0,394424.0,76.57,0.987131267,,,,6106960.0,73.345,2.215183185,,141376.0
4716,97.81748068,16.86692266,34.90020895,48438.0,,,,4321.4075,,1825.3096,,,21.59057472,1785849692.0,87.96140469,5.971611788,0.097230628,828800.0,691.0,1324044.4,3261.0,99.16,48.4324693,65.19150574,37.92778097,,21.98799469,101.26,3.039123856,4218.0,138790.0,406030.0,101.59,1.008718207,134045.209,0.0,0.0,6244558.0,73.258,2.228126009,0.0,141380.0
4717,99.24772805,11.5272593,35.12789106,48754.0,,,,4463.69,,1824.0282,14.78874815,3.00078336,20.85697651,1458406583.0,81.08355241,6.167591325,0.098105307,856000.0,691.0,1367078.2,3348.7,101.93,47.46769301,64.21900161,36.69575879,,11.53267523,110.88,3.039123856,4218.0,138790.0,408238.0,121.85,1.04042078,,,,6382483.0,73.149,2.184684215,,141380.0
4718,99.33695253,11.43445212,35.35629368,49071.0,,,,4538.0975,,1850.6992,13.50982914,3.281240898,20.28329632,1528630982.0,64.92238358,6.037178471,0.093876831,837900.0,691.0,1365514.8,3459.5,109.07,46.58643542,63.40586927,35.82016638,,17.72158969,131.87,3.039123856,4218.0,138790.0,394714.0,169.68,1.399236256,,,,6517240.0,73.018,2.089376684,,141380.0
4719,99.33723821,11.49319977,35.38871677,49116.0,,,,4556.8575,,1855.3778,16.01243173,2.463814702,19.77196478,1535293121.0,75.48598322,6.047986166,0.091957478,839400.0,691.0,1218840.0,3404.4,119.18,45.75608019,62.71374919,34.95029173,,14.71882297,145.45,3.039123856,4218.0,138790.0,358020.0,178.94,1.420851646,,,,6651305.0,72.866,2.036210258,,141380.0
4720,99.58302079,11.55910699,35.43627062,49182.0,,,,4625.2175,,2279.7,16.82406904,2.583429359,20.86707336,1732136924.0,69.59064327,6.08257079,0.090414451,844200.0,691.0,1336387.1,3636.7,131.07,45.01631444,62.09549384,34.17724252,,91.93474295,153.16,3.046328986,4228.0,138790.0,367470.0,185.24,1.43382088,,,,6787161.0,72.691,2.021966324,,141380.0
4721,99.69849096,11.57445077,35.42041934,49160.0,,,,4473.7725,,2288.0738,19.99991475,3.246102509,22.69043084,1845631434.0,74.52525253,6.047986166,0.087957853,839400.0,691.0,1280813.56,3482.6,137.86,44.81761812,61.61716527,34.12767587,,96.74711699,156.0,3.053534116,4238.0,138790.0,367772.0,184.07,1.452554219,,,,6918252.0,72.494,1.91303973,,141380.0
4722,99.81373491,11.52532032,35.42762447,49170.0,,,,,,,14.04888398,2.715715228,22.44908055,2006455121.0,,6.037898984,0.085948154,838000.0,,1398459.88,3711.4,131.68,44.33897356,61.27633277,33.29291112,,90.364821,149.45,3.060739246,4248.0,138790.0,376801.0,185.05,1.469846531,,,,7046761.0,72.274,1.840494206,,141379.0
4723,,,,,,,,,,,12.24765883,3.06698578,,,,,,,,1324014.35,3265.8,131.33,43.51691579,60.06682862,32.97428203,,,150.12,,,,405424.0,185.93,,,,,7169192.0,72.032,1.722487786,,
4724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,2.573211786,,38.27048995,339000.0,14345.0,16.48850575,76.27860027,22674.2525,81.93717277,15137.6848,13.13430157,2.172713319,26.43229897,3359202491.0,86.51638231,9.821630165,0.25970326,8700000.0,1071.0,4009929.33,1766.4,37.76,83.48681287,86.15647485,80.83281886,,2.411494253,41.95,61.00926846,540420.1,885800.0,2270084.0,58.07,1.46759991,,,,26147577.0,78.053,2.185046712,,947300.0
4726,1.745424453,,38.38338225,340000.0,16300.0,18.95348837,74.88600491,21350.8525,80.32694476,13738.247,11.08098255,2.684460492,26.20825887,3505712595.0,87.66673025,9.708737864,0.249537891,8600000.0,1071.0,3622945.07,1440.7,37.58,83.00734982,85.65836169,80.36653947,,2.605116279,39.69,60.5893091,536700.1,885800.0,2514775.0,48.41,1.58049221,882243.0462,0.169845548,1504.847293,26775196.0,77.691,2.371940809,0.315998522,947300.0
4727,2.470671796,,38.49627455,341000.0,18255.0,21.40093787,73.64705882,21913.62,79.79359044,14181.9988,9.633748573,2.246577737,25.80028912,3500752200.0,88.59179446,9.629713254,0.240862005,8530000.0,1071.0,4537267.3,2043.5,41.84,82.29010409,84.91851865,79.6678841,,0.923094959,43.02,60.16934974,532980.1,885800.0,2220331.0,51.07,1.772409122,,,,27384592.0,77.326,2.250458289,,947300.0
4728,3.175203943,,38.60916685,342000.0,21207.0,24.65930233,73.86642157,24114.525,80.55281343,15806.0988,7.769324801,2.505554266,25.16308225,3556678714.0,89.35185185,9.708737864,0.236565741,8600000.0,1071.0,6371183.5,1899.5,53.17,80.6879306,83.5172144,77.86716924,,3.699767442,53.01,59.74939038,529260.1,885800.0,3354160.0,52.85,1.806276812,,,,27976223.0,76.956,2.137445139,,947300.0
4729,3.249139716,,38.68819147,342700.0,,,74.13550745,26366.36,81.34529148,17625.4186,7.912219282,1.879900428,24.9107254,3790595139.0,89.35185185,9.641002484,0.228746418,8540000.0,1071.0,4109738.38,858.1,44.55,78.97212807,82.03201126,75.92132084,,4.455503513,46.37,59.32943102,525540.1,885800.0,4789490.0,54.86,1.953036803,,,,28519007.0,76.389,1.921580642,,947300.0
4730,2.609304585,,39.23808986,347571.0,,,72.14084507,25609.66,79.97262774,17025.5148,9.018776621,1.653157724,25.69697633,4285946426.0,89.35185185,10.26992549,0.237145244,9097100.0,1071.0,6706622.0,1370.6,54.2,77.01453052,80.29012655,73.74665658,,5.523408559,53.78,58.90947166,521820.1,885800.0,4893210.0,57.56,1.874012192,,,,29068723.0,75.777,1.909200789,,947300.0
4731,4.918835177,,39.86701287,353142.0,,,71.84672698,27002.505,79.98266898,17956.735,10.19096826,1.119384491,24.64884108,4534248882.0,89.35185185,10.8988485,0.244785019,9654200.0,1071.0,5394302.0,1101.6,54.46,74.78922113,78.27271282,71.31241599,,5.781732303,54.83,58.48951231,518100.1,885800.0,4896810.0,62.89,1.874012192,,,,29640760.0,75.155,1.948765597,,947300.0
4732,5.476381318,,40.49593588,358713.0,,,69.38499052,25611.0175,78.04085422,16305.1594,6.976065507,0.800134248,23.66931073,4407192472.0,89.35185185,11.52777151,0.251745153,10211300.0,1071.0,5745560.0,1326.7,59.09,72.53054191,76.22231258,68.84488149,,5.127358906,60.04,58.06955295,514380.1,885800.0,4330825.0,64.1,1.874012192,,,,30227652.0,74.522,1.960669346,,947300.0
4733,6.029440389,,41.11356965,364184.0,,,68.90212325,26605.365,78.97702644,17715.7424,6.782368065,0.765942399,23.24548824,5081564805.0,89.35185185,12.15669451,0.258132892,10768400.0,1071.0,6402080.0,1427.3,60.91,71.82347685,75.61440818,68.03369625,,4.709706177,60.51,57.64959359,510660.1,885800.0,4485537.0,61.54,1.862722962,,,,30819731.0,73.879,1.939796717,,947300.0
4734,1.041767602,,41.74125085,369744.0,,,68.87368678,28189.9475,78.71244635,17835.3894,7.078752561,0.767573575,24.76549388,6921415997.0,89.35185185,12.78584331,0.26418163,11325700.0,1071.0,7651930.0,1333.9,61.43,71.52493543,75.14460664,67.90181489,,4.67662043,61.22,57.22963423,506940.1,885800.0,5736322.0,67.25,1.861255362,,,,31391776.0,73.224,1.839084603,,947300.0
4735,,,41.9809212,371867.0,,,,28260.2125,,18221.061,7.123593728,0.877010343,26.03519036,7654495292.0,89.35185185,12.99062994,0.261775275,11507100.0,1071.0,5807305.0,1110.4,62.93,70.96115747,74.54563965,67.36516659,,7.519965934,63.46,56.80967487,503220.1,885800.0,5229954.0,69.62,1.896139083,,,,31896316.0,72.561,1.594456945,,947300.0
4736,2.519727867,,42.22059156,373990.0,,,,30081.9475,,18871.8036,5.593323029,0.858445787,25.58240689,8189668523.0,89.35185185,13.19541657,0.259108035,11688500.0,1071.0,8643198.0,1647.9,73.87,70.47877607,73.87137522,67.11204096,,8.720109509,74.0,56.38971551,499500.1,885800.0,5244863.0,77.77,1.931022804,,,,32428153.0,71.886,1.653644803,,947300.0
4737,2.592143,,42.46026191,376113.0,,,,31462.965,,19306.973,3.56465227,0.752364298,24.97686445,8656266903.0,89.35185185,13.40020321,0.255728457,11869900.0,1071.0,7955143.0,1390.4,81.21,69.89232736,73.17007775,66.67772793,,8.918777749,80.96,55.96975389,495780.08,885800.0,5721440.0,84.38,1.965906525,,,,33049142.0,71.202,1.896864004,,947300.0
4738,2.290904954,,42.33189659,374975.94,,,,31983.2575,,20456.508,5.703046505,0.810538342,26.55092652,10527547073.0,89.35185185,13.60498984,0.252192388,12051300.0,1071.0,8119819.0,1314.8,84.92,69.42080392,72.58357643,66.34126987,,8.688855144,84.97,55.54979228,492060.06,885800.0,6175739.0,89.94,2.000790246,,,,33692572.0,70.507,1.928179234,,947300.0
4739,1.735447882,,42.93960262,380359.0,,,,33543.7975,,21165.0924,4.628456884,0.692449946,26.79086792,12229725050.0,89.35185185,13.80977647,0.248361324,12232700.0,1071.0,8867188.0,1418.0,92.34,68.74162903,71.74074203,65.84551062,,12.38003139,91.3,55.12983066,488340.04,885800.0,6253484.0,93.0,2.035673967,,,,34381013.0,69.804,2.022706669,,947300.0
4740,10.03742059,,43.17927297,382482.0,,,,34418.505,,21265.1012,2.844731191,1.044070231,25.80257745,12897863809.0,89.35185185,14.01456311,0.244302065,12414100.0,1071.0,10874542.0,1669.1,99.52,68.05035902,70.84795121,65.35865415,,9.682719649,98.68,54.70986904,484620.02,885800.0,6515202.0,97.04,2.070557688,,,,35110823.0,69.096,2.10049662,,947300.0
4741,11.34446567,,43.41894333,384605.0,,,,36111.23,,21971.689,3.368701049,0.688643325,26.74588573,12681272814.0,89.35185185,14.21934974,0.239718753,12595500.0,1071.0,10054817.52,1617.2,104.21,67.60888666,70.22912363,65.09866197,,9.555403914,103.25,54.28990743,480900.0,885800.0,6217515.0,100.89,2.105441409,880726.3952,0.169125614,1498.468607,35930359.0,68.383,2.307316221,0.268492528,947300.0
4742,17.27067948,,43.65861368,386728.0,,,,35841.1025,,22153.3498,3.494841727,1.269201966,27.44414257,13660159873.0,89.35185185,14.42413637,0.234861706,12776900.0,1071.0,10797277.27,1711.1,96.27,67.14879801,69.56104827,64.85023087,,13.31783766,98.08,53.76044254,476210.0,885800.0,6309990.0,102.07,2.14032513,,,,36812067.0,67.667,2.424310631,,947300.0
4743,15.97458745,,43.89828404,388851.0,,,,34909.065,,21154.7816,3.751829922,1.078395765,28.75348095,15318383777.0,89.35185185,14.62892301,0.230300045,12958300.0,1071.0,10346519.01,1692.0,93.64,66.72474287,68.92739243,64.63757427,,12.62634914,96.03,53.23097765,471520.0,885800.0,6114868.0,102.53,2.175208851,,,,37669090.0,66.947,2.301416522,,947300.0
4744,18.09085844,,44.13795439,390974.0,,,,35106.375,,21495.9022,1.248058535,1.371540563,27.86859948,15886136433.0,89.35185185,14.83370964,0.226193834,13139700.0,1071.0,10831072.34,1938.5,99.97,66.29615344,68.29564408,64.41135739,,16.26651978,104.52,52.70151276,466830.0,885800.0,5587407.0,119.83,2.210092572,,,,38469815.0,66.224,2.103404355,,947300.0
4745,19.00152638,,44.37762475,393097.0,,,,36057.18,,22169.5014,4.713818735,1.584028614,26.59431195,16229639462.0,89.35185185,15.03849627,0.222490833,13321100.0,1071.0,10406702.01,1883.7,101.22,65.78213657,67.56525092,64.10885143,,8.980165302,105.58,52.17204787,462140.0,885800.0,5524632.0,123.32,2.244976293,,,,39216539.0,65.5,1.922466327,,947300.0
4746,21.95284553,,44.61639196,395212.0,,,,38629.095,,22735.4928,3.299418272,1.711910945,25.25490167,16685594759.0,89.35185185,15.24328291,0.218825143,13502500.0,1071.0,12787449.83,1828.3,106.51,65.7939497,67.31323212,64.37764245,,16.44334753,112.05,51.64258298,457450.0,885800.0,6994355.0,131.14,2.278956875,,,,39967867.0,64.773,1.897723519,,947300.0
4747,23.33642585,,44.61639196,395212.0,,,,,,,3.444412386,1.467870666,24.78845062,17514435491.0,,15.24328291,0.212342409,13502500.0,,12669760.42,1747.1,104.72,65.97281946,67.46517569,64.57500684,,9.250309202,112.95,51.11311809,452760.0,885800.0,7251917.0,136.97,2.278956875,,,,40725784.0,64.046,1.87855991,,947300.0
4748,,,,,,,,,,,3.676400592,1.092445173,24.26903282,18379499573.0,,,,,,10271237.89,1593.1,100.37,65.50597419,66.62371021,64.46498228,,,109.9,,,,6447519.0,145.47,,,,,41471864.0,63.318,1.815381603,,
4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,,,42.67454834,218020.0,351171.0,221.3216109,72.10398514,50477.2875,87.54556501,14279.8322,3.057351959,2.899128335,8.892995278,11264687022.0,,34.48296111,0.282130879,17617000.0,1622.0,28660816.74,2537.4,65.91,51.6924191,50.60936253,52.60607204,1255.717949,100.0753817,70.72,37.2571395,190343.0,510890.0,11295454.0,70.8,6.625692419,,,,43104786.0,69.031,0.871460159,,513120.0
4751,73.95777248,,42.85658361,218950.0,439139.0,280.5282995,69.35956467,49708.395,85.98848369,13309.9018,3.336647302,2.953160593,8.499848121,10743147098.0,,34.59648848,0.280259268,17675000.0,1622.0,30529251.0,2719.0,74.25,51.66377162,50.86239341,52.34666797,987.9025316,88.3103819,77.92,37.18608702,189980.0,510890.0,11228129.0,69.99,6.694200317,494830.7312,3.644516145,18638.00352,43272519.0,68.614,0.388373337,2.751633588,513120.0
4752,85.93757838,,43.03861888,219880.0,553623.0,355.3877263,68.92740175,50512.1175,86.31578947,13813.2834,3.138754772,2.849378906,8.57928745,10320580484.0,,34.7198027,0.278680756,17738000.0,1622.0,33822931.02,2952.6,78.37,47.58116135,45.13132222,49.6553166,973.4520231,94.94148157,80.79,37.39650414,191055.0,510890.0,11455364.0,70.48,6.752921373,,,,42933125.0,67.452,-0.787409589,,513120.0
4753,86.64123648,,43.22065415,220810.0,697956.0,453.5421405,67.51136207,49021.9375,86.83274021,14511.5272,3.693443031,2.762485412,8.69217818,11673673908.0,,34.80396954,0.27686524,17781000.0,1622.0,32806558.46,2998.3,78.55,46.13149647,44.07682523,47.87854516,945.8059574,100.0008548,81.65,37.60692126,192130.0,510890.0,10941834.0,74.44,6.850789798,,,,42557735.0,66.266,-0.878204787,,513120.0
4754,87.36356797,,43.40268942,221740.0,,,67.88205871,51574.92,87.80754511,15930.1562,4.683439307,2.689074516,9.441354958,14377353418.0,,34.88030692,0.27509783,17820000.0,1622.0,34289394.42,2998.8,83.18,44.90262436,42.59165348,46.8698035,1405.766402,126.54422,86.15,37.81733837,193205.0,510890.0,11434393.0,78.93,6.956487698,,,,42143240.0,65.059,-0.978733264,,513120.0
4755,88.11319187,,43.5847247,222670.0,,,67.11470703,51426.4,87.44394619,15467.2132,4.804615124,2.365624387,9.291110139,16063928533.0,,35.06038482,0.274256319,17912000.0,1622.0,33405924.15,2961.0,83.03,44.33028158,42.60749248,45.78648069,1065.333222,111.8296555,83.0,38.02775549,194280.0,510890.0,11282003.0,67.65,6.958445066,,,,41688770.0,63.831,-1.084250401,,513120.0
4756,88.90003581,,43.76675997,223600.0,,,66.98807409,52799.98,86.97916667,14896.1558,4.536826607,2.071377283,9.194355282,17406607090.0,,35.13476482,0.272707826,17950000.0,1622.0,34964181.01,3046.8,80.6,43.85489619,42.75820509,44.80182537,1027.174185,96.2121727,82.21,38.2381726,195355.0,510890.0,11475657.0,74.16,7.066100335,,,,41196931.0,62.589,-1.186802469,,513120.0
4757,98.84363281,,43.94879524,224530.0,,,66.35338346,52951.99,87.10045662,15128.9236,5.259755297,1.867970334,9.401993466,20849700503.0,,35.14063693,0.270704593,17953000.0,1622.0,34133744.02,3009.5,82.6,43.38897404,42.80389919,43.88602827,1306.143418,99.81778923,84.52,38.44858972,196430.0,510890.0,11342030.0,78.95,7.242263501,,,,40671775.0,61.327,-1.282940036,,513120.0
4758,90.61343235,,44.12887314,225450.0,,,66.83844679,55771.99,88.25659596,16924.761,4.733941574,1.792153152,9.347684701,24579047198.0,90.37448086,35.12497798,0.268530176,17945000.0,1622.0,36686811.91,3089.4,90.59,42.8557816,42.8635061,42.84917208,1529.540139,116.7718022,93.49,38.65900683,197505.0,510890.0,11875069.0,83.52,7.438000352,,,,40129466.0,60.05,-1.342348549,,513120.0
4759,91.54569544,,44.31090841,226380.0,,,66.18815992,55794.92,87.90450928,16432.4054,4.75772187,1.804275545,10.07243383,29349358084.0,90.37448086,34.91553955,0.264940837,17838000.0,1622.0,36598693.66,3063.5,89.88,41.39375954,40.57959444,42.0913259,1440.250175,110.6145723,91.5,38.86942395,198580.0,510890.0,11946683.0,83.02,7.829474055,,,,39560727.0,58.758,-1.42739937,,513120.0
4760,98.9229784,,44.49294369,227310.0,,,,57516.1175,,18376.17,3.846152939,1.710169093,9.787033759,27571114480.0,90.37448086,34.34594531,0.2587532,17547000.0,1622.0,37363714.6,2995.9,91.12,39.84700301,38.38646908,41.07890897,1396.251175,109.0137408,93.46,39.07984106,199655.0,510890.0,12471675.0,84.14,8.581103564,,,,38963691.0,57.457,-1.520667125,,513120.0
4761,99.46565973,,44.67497896,228240.0,,,,60420.765,,19286.1726,5.190191562,1.875414939,10.52217564,35891642619.0,90.37448086,34.30092584,0.256684847,17524000.0,1622.0,40933902.61,3071.3,91.08,38.24448796,36.04941509,40.0989166,1832.473182,143.2600011,94.45,39.29025818,200730.0,510890.0,13328078.0,87.86,8.808158312,,,,38329783.0,56.144,-1.640299447,,513120.0
4762,99.01358291,,44.68280843,228280.0,,,,59627.99,,18850.9734,7.051876039,1.920914828,11.59179178,42984536169.0,90.37448086,34.30875531,0.255090584,17528000.0,1622.0,43447714.68,3257.2,99.15,41.00845911,39.19976299,42.56986252,2574.1045,146.856715,100.68,39.28556049,200706.0,510890.0,13338804.0,88.43,8.808158312,,,,37999578.0,55.302,-0.865216361,,513120.0
